id,year,field of study,degree,gpa,aid,name,grad
3368,2013,Basket Weaving,BA,3.741350735,0,"Yang, Johnny",UG
3369,2013,Data Analytics,Minor,3.441498069,0,"Wright, David",Grad
3370,2013,Container Design,Masters,3.322509489,1,"Godbold, John",Grad
3371,2013,Data Analytics,Minor,3.414028714,1,"Quintana, Alberto",Grad
3372,2013,Container Design,Minor,3.372816708,1,"Keliiholokai, Vansh",Grad
3373,2013,Container Design,Masters,3.299962788,0,"Cheung, Christian",Grad
3374,2013,Basket Weaving,BA,3.259442575,0,"Abeyta, Erick",UG
3375,2013,Container Design,Minor,3.481823472,0,"Pinela, Anthony",Grad
3376,2013,Basket Weaving,BA,3.255777952,0,"Thomas, Kaleb",UG
3377,2013,Basket Weaving,BA,3.345301578,0,"Rudolph, Quinterror",UG
3378,2013,Container Design,Minor,3.449198813,0,"Lechuga, Ian",Grad
3379,2013,Rug Weaving,BA,3.208287865,0,"Evans, Junious",UG
3380,2013,Basket Weaving,Masters,3.28169303,0,"Palencia, Dakota",Grad
3381,2013,Basket Weaving,BA,3.162452063,0,"Harris, Josiah",UG
3382,2013,Rug Weaving,BA,3.348996856,1,"Pusar, Rafa",UG
3383,2013,Data Analytics,BA,3.138711537,0,"Ortiz, Erick",UG
3384,2013,Basket Weaving,BA,3.359462435,0,"Parras, Berhanmeskel",UG
3385,2013,Container Design,Masters,3.22218371,0,"Harker, Carlos",Grad
3386,2013,Container Design,Masters,3.234486097,0,"Ramirez, Skyler",Grad
3387,2013,Container Design,Masters,2.99797092,0,"George, Steven",Grad
3388,2013,Basket Weaving,Minor,3.555067164,1,"Grandpre, Cody",Grad
3389,2013,Container Design,BA,3.228806704,1,"Hoffman, Matthew",UG
3390,2013,Rug Weaving,Minor,3.125324708,1,"Porter, Damonel",Grad
3391,2013,Basket Weaving,BA,3.27386547,0,"Thomas, David",UG
3392,2013,Rug Weaving,Masters,3.003069253,0,"Beyene, Jared",Grad
3393,2013,Basket Weaving,BA,2.930426212,0,"Randev, Cameron",UG
3394,2013,Basket Weaving,BA,3.504317598,0,"Garcilazo, Guillermo",UG
3395,2013,Data Analytics,Masters,3.161328979,0,"Larson, Reginald",Grad
3396,2013,Rug Weaving,BA,3.167829615,0,"Hudson, Derek",UG
3397,2013,Container Design,Masters,3.447318709,0,"Guo, August",Grad
3398,2013,Basket Weaving,BA,3.376182493,1,"Spiller, Ethan",UG
3399,2013,Rug Weaving,Masters,2.821701914,0,"Vergara, Jacob",Grad
3400,2013,Rug Weaving,Doctoral,3.379669837,0,"Hayes, Alejandro",Grad
3401,2013,Data Analytics,BA,3.389735853,0,"Robinson, Kenneth",UG
3402,2013,Data Analytics,BA,3.484310708,1,"Jordan, Adrian",UG
3403,2013,Basket Weaving,BA,3.368942071,0,"Brown, Devin",UG
3404,2013,Basket Weaving,BA,3.343515767,0,"Muhumed, Elisha",UG
3405,2013,Rug Weaving,BA,3.102059031,1,"Granados, Bryan",UG
3406,2013,Container Design,BA,3.208018387,1,"Guenther, Thomas",UG
3407,2013,Container Design,BA,2.946579337,0,"Moreno, Luis",UG
3408,2013,Basket Weaving,BA,2.838193757,0,"Depuy, Joshua",UG
3409,2013,Basket Weaving,Masters,3.482091291,0,"Hopkins, Steven",Grad
3410,2013,Data Analytics,Masters,3.530700428,0,"Marcus, Zane",Grad
3411,2013,Rug Weaving,Minor,3.000957164,0,"Nguyen, Michael",Grad
3412,2013,Rug Weaving,Doctoral,3.133153412,0,"San, Kyle",Grad
3413,2013,Container Design,BA,3.5030637,0,"Lee, Drayton",UG
3414,2013,Data Analytics,Minor,3.159049306,0,"King, Jeremiah",Grad
3415,2013,Data Analytics,BA,3.549273734,0,"Coleman Martin, Kristopher",UG
3416,2013,Data Analytics,BA,3.250262284,0,"Figueroa, Robert",UG
3417,2013,Basket Weaving,Minor,3.14322742,0,"Gallegos, Julian",Grad
3418,2013,Basket Weaving,BA,3.198593785,0,"Parrilla, Francis",UG
3419,2013,Container Design,Minor,2.911864453,0,"Devan, Ricky",Grad
3420,2013,Container Design,Minor,3.194877275,1,"Singh, Umeed",Grad
3421,2013,Rug Weaving,BA,3.471227422,1,"Aguilar, Aldo",UG
3422,2013,Rug Weaving,BA,3.585217326,1,"Dietrich, Samuel",UG
3423,2013,Basket Weaving,BA,2.763419561,1,"Schneider, Nicholas",UG
3424,2013,Rug Weaving,Minor,3.080720058,0,"Yang, Abel",Grad
3425,2013,Rug Weaving,Masters,3.394916983,0,"Charles, David",Grad
3426,2013,Basket Weaving,BA,3.406370359,0,"Owusu, Christian",UG
3427,2013,Container Design,Minor,3.137938346,0,"Choi, Phillip",Grad
3428,2013,Data Analytics,BA,3.447330203,1,"Simmons, Charles",UG
3429,2013,Container Design,BA,3.124714143,1,"Yoshimiya, Jun Raziel",UG
3430,2013,Data Analytics,Doctoral,3.315018028,0,"Hoang, David",Grad
3431,2013,Rug Weaving,Minor,3.295287735,0,"Saucedo, Jose",Grad
3432,2013,Rug Weaving,BA,3.284090354,1,"Kramer, John",UG
3433,2013,Data Analytics,BA,3.392844904,0,"Wicks, Collie",UG
3434,2013,Rug Weaving,Doctoral,3.189820971,0,"Swoveland-Bailey, Adrian",Grad
3435,2013,Basket Weaving,Masters,3.701505553,0,"Hayden, Blake",Grad
3436,2013,Container Design,BA,3.307456387,1,"Vang, Antonio",UG
3437,2013,Rug Weaving,Doctoral,3.303896255,1,"Jones, Ryan",Grad
3438,2013,Container Design,Masters,3.40813945,0,"Gossett, Wen Hao",Grad
3439,2013,Basket Weaving,Minor,3.079284148,0,"Mckay, Siavash",Grad
3440,2013,Data Analytics,BA,3.173337057,0,"Grine, Isaiah",UG
3441,2013,Container Design,BA,3.091385042,1,"Pagaduan, Tony",UG
3442,2013,Basket Weaving,Masters,3.185119966,0,"Garand, Kevin",Grad
3443,2013,Data Analytics,Masters,3.343313796,0,"Auyeung, Matthew",Grad
3444,2013,Basket Weaving,BA,3.468316039,0,"Hill, Zachary",UG
3445,2013,Rug Weaving,Masters,3.638828329,1,"Yang, Zengda",Grad
3446,2013,Container Design,BA,3.343093128,0,"Martinez, Kevin",UG
3447,2013,Rug Weaving,BA,3.429167072,0,"Jensen, Melborne",UG
3448,2013,Container Design,Minor,3.051629384,1,"Neff, Anthony",Grad
3449,2013,Data Analytics,Masters,3.294650822,0,"Tran, Joshua",Grad
3450,2013,Data Analytics,BA,3.336013768,0,"Hollmann, Dakota",UG
3451,2013,Data Analytics,Doctoral,3.239583987,1,"Meza-Olguin, Juan",Grad
3452,2013,Container Design,Masters,3.315761167,0,"Olson, Taylor",Grad
3453,2013,Basket Weaving,BA,3.341952949,0,"Rico, Edwin",UG
3454,2013,Rug Weaving,Doctoral,2.913261326,0,"Hamlet, Tyler",Grad
3455,2013,Basket Weaving,Minor,3.185135126,0,"Lehnhausen, Samuel",Grad
3456,2013,Data Analytics,Doctoral,3.1056713,1,"Furia, Michael",Grad
3457,2013,Basket Weaving,Masters,3.340810711,1,"Ramirez, Michael",Grad
3458,2013,Container Design,BA,3.622828274,0,"Griffin, Johnny",UG
3459,2013,Basket Weaving,BA,3.090966709,0,"Yoo, Brandon",UG
3460,2013,Container Design,Doctoral,3.083005167,1,"Sparks, Deven",Grad
3461,2013,Rug Weaving,BA,3.230083579,0,"Wood, Charles",UG
3462,2013,Rug Weaving,Minor,3.43835908,1,"Lauffer, Kenneth",Grad
3463,2013,Container Design,BA,3.557963832,0,"Mulhern, Kyle",UG
3464,2013,Rug Weaving,Minor,3.16819116,0,"Jain, David",Grad
3465,2013,Basket Weaving,Doctoral,3.299032143,1,"Allen, Caleb",Grad
3466,2013,Data Analytics,Minor,3.290257187,1,"Engelbrecht, Kevin",Grad
3467,2013,Rug Weaving,Doctoral,3.206351761,1,"Padilla, Marco",Grad
3468,2013,Data Analytics,Masters,3.164014567,0,"Salas, Josue",Grad
3469,2013,Rug Weaving,BA,3.597006037,0,"Biano, Cody",UG
3470,2013,Rug Weaving,Doctoral,3.151777694,0,"Crouse, Nathaniel",Grad
3471,2013,Container Design,BA,3.069422335,0,"Xu, Karros",UG
3472,2013,Container Design,Minor,3.614079521,1,"Manzanares, Roberto",Grad
3473,2013,Container Design,BA,3.33231891,0,"Bilisoly, Sean",UG
3474,2013,Data Analytics,BA,3.554236338,1,"Hacker, Cody",UG
3475,2013,Basket Weaving,Doctoral,3.439718971,0,"Gessesse, Marqui",Grad
3476,2013,Basket Weaving,BA,3.333393912,0,"Lam, Brendan",UG
3477,2013,Basket Weaving,Minor,3.165058432,1,"Shah, Peter",Grad
3478,2013,Container Design,Doctoral,3.260798089,0,"Mobley, William",Grad
3479,2013,Basket Weaving,BA,2.856820951,1,"Gillaspie, Robert",UG
3480,2013,Basket Weaving,BA,3.081938672,1,"Biorato-Sandoval, Hector",UG
3481,2013,Rug Weaving,Doctoral,3.057871855,1,"Sanchez, Miguel",Grad
3482,2013,Basket Weaving,Masters,2.963591262,1,"Brauchler-Jense, Jacob",Grad
3483,2013,Basket Weaving,BA,3.038143011,0,"Littlefield, Bricyn",UG
3484,2013,Basket Weaving,BA,3.298201518,0,"Stitch, Jared",UG
3485,2013,Data Analytics,Masters,3.085387282,0,"Miller, Daniel",Grad
3486,2013,Container Design,BA,3.203728241,0,"Saiganesh, Quinton",UG
3487,2013,Container Design,BA,3.131974451,1,"Yen, Alexander",UG
3488,2013,Container Design,BA,3.279969435,0,"Nguyen, Austin",UG
3489,2013,Container Design,Doctoral,3.521736486,1,"Nagao, Jason",Grad
3490,2013,Rug Weaving,Minor,3.750746583,0,"Diaz, David",Grad
3491,2013,Container Design,BA,3.213495413,1,"Kelly, Ji Hoon",UG
3492,2013,Container Design,Minor,3.618442596,0,"Sidara, John",Grad
3493,2013,Basket Weaving,Minor,3.082696344,0,"Cisneros Castaneda, Hector",Grad
3494,2013,Basket Weaving,Minor,3.144687357,0,"Roychowdhury, Marco",Grad
3495,2013,Container Design,Masters,3.296726116,1,"Johnson, Roderick",Grad
3496,2013,Rug Weaving,BA,3.29424342,0,"Lechuga Madaleno, Marcus",UG
3497,2013,Basket Weaving,Doctoral,3.352714392,0,"Spencer, Michael",Grad
3498,2013,Container Design,Masters,3.527925469,1,"Safar, Brayden",Grad
3499,2013,Rug Weaving,BA,3.348941002,0,"Putra, Johnnie",UG
3500,2013,Container Design,Minor,3.468883729,0,"Patel, Alexander",Grad
3501,2013,Container Design,BA,3.260964722,0,"Mcintyre, Troy",UG
3502,2013,Container Design,Masters,3.419532346,0,"Roque, Adam",Grad
3503,2013,Basket Weaving,Minor,2.924410343,0,"Archuleta, Frank",Grad
3504,2013,Container Design,Minor,3.579223084,0,"Ward, Jordan",Grad
3505,2013,Container Design,Doctoral,3.088734987,1,"Davis, Adedamola",Grad
3506,2013,Data Analytics,BA,3.322912869,0,"Nelson, Carl",UG
3507,2013,Container Design,Minor,3.012768768,1,"Varland, Zane",Grad
3508,2013,Container Design,BA,3.165355308,0,"Vaughn, Tracy",UG
3509,2013,Rug Weaving,Masters,3.309362124,0,"Scott, Hernan",Grad
3510,2013,Basket Weaving,BA,3.27027523,1,"Durgan, Brandon",UG
3511,2013,Basket Weaving,BA,3.190879315,0,"Lopez-Shue, Patrick",UG
3512,2013,Basket Weaving,BA,3.223167056,1,"Suggs, Wesley",UG
3513,2013,Container Design,BA,3.088894451,0,"Knickerbocker, Quinlan",UG
3514,2013,Data Analytics,Doctoral,3.605302777,1,"Combs, Kyle",Grad
3515,2013,Rug Weaving,Minor,3.272729739,0,"Kim, Kevin",Grad
3516,2013,Data Analytics,BA,3.495859753,0,"Takahashi, Derek",UG
3517,2013,Container Design,Masters,3.205802488,0,"Walker, Andre",Grad
3518,2013,Container Design,Minor,3.498586528,1,"Barboza Gonzalez, Manuel",Grad
3519,2013,Basket Weaving,Doctoral,3.453798236,0,"Rocha, Alex",Grad
3520,2013,Data Analytics,BA,3.340249622,1,"Webb, Roy",UG
3521,2013,Data Analytics,BA,3.2427152,0,"Kemp, Jian",UG
3522,2013,Basket Weaving,BA,3.078212772,0,"Sui, Zechariah",UG
3523,2013,Basket Weaving,BA,3.226503747,1,"Kaiser, Cameron",UG
3524,2013,Basket Weaving,BA,3.204752772,0,"Patel, Kenji",UG
3525,2013,Basket Weaving,BA,3.361905844,1,"Aragon, Daniel",UG
3526,2013,Basket Weaving,BA,3.351880582,1,"Veed, Efrain",UG
3527,2013,Basket Weaving,Doctoral,2.971256493,0,"Sohn, James",Grad
3528,2013,Basket Weaving,Masters,3.397032084,0,"Madrid, Gerald",Grad
3529,2013,Basket Weaving,Doctoral,3.143347813,0,"Purkey, Cody",Grad
3530,2013,Container Design,BA,3.278121063,0,"Perez, Christian",UG
3531,2013,Rug Weaving,Minor,3.30292134,0,"Fajardo Riascos, Anthony",Grad
3532,2013,Basket Weaving,BA,3.521414141,1,"Hussain, Derick",UG
3533,2013,Data Analytics,Minor,3.11382124,1,"Baradi, Christian",Grad
3534,2013,Data Analytics,Minor,3.483144116,1,"Gibson, Jacob",Grad
3535,2013,Basket Weaving,Masters,3.513792897,0,"Northup, Aden",Grad
3536,2013,Rug Weaving,BA,3.520593818,1,"Carrasco, Jonathan",UG
3537,2013,Container Design,Minor,3.271418561,0,"Neou, Toshal",Grad
3538,2013,Container Design,Masters,3.428040644,1,"Johnson, Jacob",Grad
3539,2013,Rug Weaving,Doctoral,3.505670219,0,"Biglow, Christopher",Grad
3540,2013,Data Analytics,BA,3.427893659,0,"Wilkerson, Davon",UG
3541,2013,Basket Weaving,BA,3.097054801,0,"Ung, Jeff",UG
3542,2013,Container Design,BA,2.983961351,0,"Seto, Tommy",UG
3543,2013,Container Design,Masters,3.320091105,0,"Rogers, Devon",Grad
3544,2013,Container Design,BA,3.262920384,1,"Esqueda, Cristian",UG
3545,2013,Data Analytics,BA,3.056615364,0,"Casillas Martinez, Mychael",UG
3546,2013,Basket Weaving,Masters,3.140547494,1,"Ellison, Branko",Grad
3547,2013,Container Design,BA,3.472092811,1,"Bindejo, Nathaniel",UG
3548,2013,Container Design,Doctoral,3.319433921,0,"Robles, Juan",Grad
3549,2013,Basket Weaving,BA,3.244655466,0,"Nguyen, Ethan",UG
3550,2013,Container Design,Masters,3.353968427,0,"Lor, Jonathan",Grad
3551,2013,Container Design,BA,3.330045958,0,"Ramirez, Kevin",UG
3552,2013,Rug Weaving,BA,3.142010399,0,"Ramos Porras, Matthew",UG
3553,2013,Data Analytics,Minor,2.969590018,0,"Marinelarena, Matthew",Grad
3554,2013,Container Design,BA,3.555990862,0,"Lam, Roger",UG
3555,2013,Data Analytics,Minor,3.343954688,1,"Eiskina, Louis",Grad
3556,2013,Basket Weaving,BA,3.144852901,0,"Kitts, Nathan",UG
3557,2013,Data Analytics,Masters,3.318932308,0,"Dumon, Zhening",Grad
3558,2013,Basket Weaving,Minor,3.445037467,1,"Burrs, Bobby",Grad
3559,2013,Data Analytics,Masters,3.218521401,1,"Montoya, Eulices",Grad
3560,2013,Data Analytics,Masters,3.434146059,0,"Beeftu, Trevon",Grad
3561,2013,Basket Weaving,BA,3.261467323,0,"Mcgrier, Xavier",UG
3562,2013,Rug Weaving,Minor,3.458932087,0,"Maestas, Taylor",Grad
3563,2013,Data Analytics,Minor,2.989402402,1,"Allen, Arthur",Grad
3564,2013,Rug Weaving,BA,3.041818039,1,"Johnson, Michael",UG
3565,2013,Container Design,BA,2.837852087,1,"Hsu, Anshumaan",UG
3566,2013,Container Design,BA,3.421674294,1,"Cady, Kampanad",UG
3567,2013,Basket Weaving,Masters,2.945255445,0,"Nelson, Anthony",Grad
3568,2013,Rug Weaving,Doctoral,3.305266106,1,"Zhu, Nicholas",Grad
3569,2014,Container Design,Doctoral,3.266424864,0,"Thach, Masaki",Grad
3570,2014,Basket Weaving,BA,3.384657591,0,"Idelberg, Leo",UG
3571,2014,Data Analytics,Minor,3.767930097,0,"Preston, Kalvin",Grad
3572,2014,Container Design,Doctoral,3.116992012,1,"Sentino, Mickel",Grad
3573,2014,Basket Weaving,BA,3.51593472,0,"Qureshi, Umar",UG
3574,2014,Container Design,Doctoral,3.463004367,0,"Tapia, Ianbrick",Grad
3575,2014,Rug Weaving,Masters,3.095110145,0,"Kunzman, Joseph",Grad
3576,2014,Container Design,Masters,3.4987497,1,"Eatton, Amari",Grad
3577,2014,Rug Weaving,BA,3.560969977,0,"Bhagat, Daniel",UG
3578,2014,Container Design,BA,3.574869329,0,"Claflin, Marcus",UG
3579,2014,Container Design,Doctoral,3.47621008,0,"Chaisitti, Yeng",Grad
3580,2014,Container Design,BA,3.642840572,1,"Mora, Gabriel",UG
3581,2014,Container Design,BA,3.264879608,0,"Smith, Xavier",UG
3582,2014,Data Analytics,Masters,3.282733827,0,"Nguyen, Donald",Grad
3583,2014,Data Analytics,BA,3.30958003,1,"Vallejos, Christopher",UG
3584,2014,Container Design,BA,3.41989709,1,"Ho, Richard",UG
3585,2014,Data Analytics,BA,3.468368931,0,"Nguyen, Mitchell",UG
3586,2014,Data Analytics,Masters,3.540023769,1,"Contreras, Raul",Grad
3587,2014,Basket Weaving,BA,3.542070964,0,"Diaz, Russell",UG
3588,2014,Rug Weaving,BA,3.152709239,1,"Wright, Taren",UG
3589,2014,Basket Weaving,Masters,3.468451845,0,"Wiedman, Joshua",Grad
3590,2014,Container Design,Minor,3.25764195,0,"Vigil, Felix",Grad
3591,2014,Rug Weaving,BA,3.239838284,0,"Gudinski, Alexander",UG
3592,2014,Data Analytics,BA,3.389684356,0,"Redmann, Joshua",UG
3593,2014,Container Design,BA,3.555142092,0,"Derian, Joseph",UG
3594,2014,Basket Weaving,Masters,3.566380984,0,"Martin, Aaron",Grad
3595,2014,Container Design,Masters,3.490105134,0,"Dunlap, Zachary",Grad
3596,2014,Basket Weaving,Minor,3.585094062,1,"Healy, Yunus",Grad
3597,2014,Data Analytics,Masters,3.138278975,0,"Demmer-White, George",Grad
3598,2014,Container Design,Masters,3.366375023,1,"Sudendra, Andrew",Grad
3599,2014,Container Design,Masters,3.3525375,1,"Poot, Seth",Grad
3600,2014,Container Design,Masters,3.599395795,0,"Mathews, Brandon",Grad
3601,2014,Basket Weaving,Masters,3.900038799,1,"Kelly, Devon",Grad
3602,2014,Container Design,BA,3.541352254,1,"Nguyen, Baosan",UG
3603,2014,Rug Weaving,Doctoral,3.449397709,0,"Pino, William",Grad
3604,2014,Basket Weaving,Doctoral,3.184859428,0,"Romero, Chad",Grad
3605,2014,Basket Weaving,Minor,3.105203501,0,"Krueger, Garrett",Grad
3606,2014,Rug Weaving,Doctoral,3.417165435,1,"James, Xavier",Grad
3607,2014,Container Design,BA,3.453856463,0,"Brezall, Abraham",UG
3608,2014,Container Design,BA,3.300315142,0,"Drozdowski, Steven",UG
3609,2014,Basket Weaving,Masters,3.110958774,0,"Terry, Zachary",Grad
3610,2014,Data Analytics,BA,3.558386989,1,"Sturgeon, Justice",UG
3611,2014,Data Analytics,BA,3.62525651,0,"Maurer, Connor",UG
3612,2014,Rug Weaving,Doctoral,3.039299488,1,"Santos, Kau'Ihou",Grad
3613,2014,Container Design,BA,3.612102806,1,"Lamas, Osvaldo",UG
3614,2014,Rug Weaving,BA,3.503759902,0,"Vue, Mason",UG
3615,2014,Basket Weaving,BA,3.408146285,1,"Kaminski, Ty",UG
3616,2014,Data Analytics,Masters,3.695725092,0,"Watson Jr, Joshua",Grad
3617,2014,Rug Weaving,BA,3.792905854,1,"Burk, Alexander",UG
3618,2014,Rug Weaving,Masters,3.530445397,0,"Arriaga, Joseph",Grad
3619,2014,Data Analytics,BA,3.279579012,0,"Teawdatwan, Alexander",UG
3620,2014,Basket Weaving,BA,3.227184525,1,"Crichfield, Justin",UG
3621,2014,Basket Weaving,Masters,3.165886394,1,"Byers, Jerry",Grad
3622,2014,Basket Weaving,BA,3.662320156,0,"Oden-Bowen, Kevin",UG
3623,2014,Container Design,Masters,3.681377721,0,"Andrus, Colton",Grad
3624,2014,Basket Weaving,Minor,3.43685956,0,"Moses, Grant",Grad
3625,2014,Container Design,Masters,3.786835512,0,"Reiners, David",Grad
3626,2014,Basket Weaving,BA,3.537662679,1,"Horton, Erin",UG
3627,2014,Data Analytics,BA,3.386147563,0,"Demaria, Courtney",UG
3628,2014,Basket Weaving,BA,3.498507072,0,"Fowler, Horacio",UG
3629,2014,Rug Weaving,Masters,2.938758285,1,"Cole, Du Shawn",Grad
3630,2014,Data Analytics,BA,3.412072999,0,"Sullivan, James",UG
3631,2014,Data Analytics,BA,3.429452535,1,"Nichols, Zachary",UG
3632,2014,Rug Weaving,Masters,3.388750605,0,"Hammer, Patrick",Grad
3633,2014,Basket Weaving,Doctoral,3.391660119,0,"Slaughter, Gericko",Grad
3634,2014,Data Analytics,Minor,3.639392178,1,"Mayo, David",Grad
3635,2014,Container Design,Masters,3.230164847,0,"Givens, Alexander",Grad
3636,2014,Container Design,BA,3.282082995,1,"Bochy, Bruce",UG
3637,2014,Data Analytics,Doctoral,3.1469292,0,"Blitt, Ross",Grad
3638,2014,Rug Weaving,Masters,3.441027422,0,"Nguyen, Schyler",Grad
3639,2014,Basket Weaving,BA,3.372004851,1,"Buczynski, Sushant",UG
3640,2014,Rug Weaving,Masters,3.21299034,0,"Smith, Samuel",Grad
3641,2014,Container Design,BA,3.43480201,1,"Quintana, Benjamin",UG
3642,2014,Data Analytics,BA,3.289021286,0,"Pena Lemus, Bryan",UG
3643,2014,Basket Weaving,Masters,3.26286744,1,"Lemke, David",Grad
3644,2014,Container Design,Minor,3.279360391,0,"Diem, Joshua",Grad
3645,2014,Container Design,BA,3.443010921,0,"Benavides, Jose",UG
3646,2014,Container Design,Minor,3.490990221,0,"May, Anthony",Grad
3647,2014,Container Design,BA,3.662373648,0,"Reinschmidt, Nathan",UG
3648,2014,Rug Weaving,BA,3.5572057,1,"Jung, Anmol",UG
3649,2014,Data Analytics,Masters,3.567923317,1,"Dunning, Dominic",Grad
3650,2014,Basket Weaving,BA,3.252261956,1,"Matlick, Michael",UG
3651,2014,Container Design,BA,3.295685232,0,"Yeager, Isaac",UG
3652,2014,Data Analytics,BA,3.547559636,0,"Johnson, Samuel",UG
3653,2014,Rug Weaving,Minor,3.330184764,0,"Haas, Mathew",Grad
3654,2014,Data Analytics,Masters,3.046905774,1,"Angulo, Brandon",Grad
3655,2014,Rug Weaving,Minor,3.459027419,1,"Gaona, Isaiah",Grad
3656,2014,Data Analytics,Masters,3.379854911,0,"Liang, Joseph",Grad
3657,2014,Container Design,BA,3.634244019,0,"Alexander, Timothy",UG
3658,2014,Container Design,Minor,3.636918431,0,"Miller, Vincent",Grad
3659,2014,Basket Weaving,BA,3.430714812,0,"Garcia-Rodriguez, Johnathan",UG
3660,2014,Container Design,Doctoral,3.579480235,1,"Lapp, William",Grad
3661,2014,Container Design,Minor,3.544900696,0,"Gattis, Jarid",Grad
3662,2014,Basket Weaving,BA,3.08087143,0,"Borrastero, Alejandro",UG
3663,2014,Container Design,BA,3.356928304,0,"Mika, Connor",UG
3664,2014,Rug Weaving,BA,3.530524874,0,"Sida, Mario",UG
3665,2014,Rug Weaving,BA,3.353834037,1,"Quinones, Francisco",UG
3666,2014,Basket Weaving,BA,3.697864583,1,"Kidane, L'Trel",UG
3667,2014,Container Design,Masters,3.389863223,1,"Deardeuff, Ricardo",Grad
3668,2014,Data Analytics,BA,3.57178835,1,"Mccorkell, Brian",UG
3669,2014,Container Design,BA,3.15896137,0,"Johnson, Nicholas",UG
3670,2014,Basket Weaving,BA,3.619011537,1,"Alequin, David",UG
3671,2014,Rug Weaving,Masters,3.461841245,0,"Gonzales, Peter",Grad
3672,2014,Data Analytics,Masters,3.890451272,0,"Gruzinski, Hakeem",Grad
3673,2014,Data Analytics,BA,3.303549114,1,"Truong, Anthony",UG
3674,2014,Data Analytics,Minor,3.292230988,1,"Frasier, Tyler",Grad
3675,2014,Basket Weaving,BA,3.471448807,0,"Grisham, Rdale",UG
3676,2014,Container Design,BA,3.247228347,0,"Song, Nicholas",UG
3677,2014,Basket Weaving,BA,3.12530531,0,"Brown, Nicolai",UG
3678,2014,Data Analytics,BA,3.088266677,0,"Whitfield, Lucas",UG
3679,2014,Basket Weaving,BA,3.277352329,0,"Brown, Anthony",UG
3680,2014,Container Design,Minor,3.129728198,1,"William, Odkhuu",Grad
3681,2014,Basket Weaving,BA,3.298734365,0,"Barleen, Mitchell",UG
3682,2014,Data Analytics,BA,3.603982417,0,"Long, Davis",UG
3683,2014,Container Design,BA,3.315098927,1,"Russell, De-Lante",UG
3684,2014,Rug Weaving,Minor,3.53177209,0,"Wolday, Cordell",Grad
3685,2014,Container Design,Masters,2.95588821,0,"Hulett, Cody",Grad
3686,2014,Container Design,BA,3.623167561,0,"Reynaga Guerrero, Michael",UG
3687,2014,Rug Weaving,BA,3.469904379,0,"Martinez, Jorge",UG
3688,2014,Container Design,Masters,3.549313337,0,"Mccreary, Kwhydee Paul",Grad
3689,2014,Container Design,Masters,3.384057404,0,"Piraino, Marcus",Grad
3690,2014,Basket Weaving,BA,3.262288169,0,"Turner, Kristopher",UG
3691,2014,Rug Weaving,BA,3.375780907,0,"Fraire, Adrian",UG
3692,2014,Basket Weaving,BA,3.48845554,0,"Sowin, Colton",UG
3693,2014,Container Design,BA,3.292985187,1,"Manuel, Johnny",UG
3694,2014,Basket Weaving,Minor,3.494602695,1,"Schulte, Joshua",Grad
3695,2014,Data Analytics,BA,3.561970989,1,"Shukert, Jeffrey",UG
3696,2014,Container Design,BA,3.510222132,0,"Shepherd, Caleb",UG
3697,2014,Container Design,BA,2.984896043,1,"Lim, Tony",UG
3698,2014,Container Design,Minor,3.5132516,0,"Bunker, Aaron",Grad
3699,2014,Data Analytics,BA,3.415343263,0,"Dack, Sage",UG
3700,2014,Basket Weaving,BA,3.759929002,0,"Morrison, Tyler",UG
3701,2014,Data Analytics,BA,3.088501428,1,"Trice, Eric",UG
3702,2014,Data Analytics,BA,3.234263638,0,"Veen, Jonathon",UG
3703,2014,Data Analytics,BA,3.648771708,0,"Valdez-Victoriano, Raul",UG
3704,2014,Basket Weaving,BA,3.141982495,0,"Sanchez, Amadeo",UG
3705,2014,Data Analytics,BA,3.326141214,0,"Garcia, Aaron",UG
3706,2014,Container Design,Minor,3.374003294,0,"Baek, Gary",Grad
3707,2014,Container Design,BA,3.394130175,0,"Robinson, Devin",UG
3708,2014,Data Analytics,Masters,3.40682036,0,"Ng, Tyler",Grad
3709,2014,Basket Weaving,BA,3.50554307,0,"Jauch, Arturo",UG
3710,2014,Container Design,Masters,3.419149698,0,"Ganji-Sereshki, Chang Seob",Grad
3711,2014,Basket Weaving,BA,3.267224349,1,"Rael, Christopher",UG
3712,2014,Data Analytics,BA,3.222784136,1,"Nguyen, Jason",UG
3713,2014,Basket Weaving,BA,3.647067604,0,"Ingram, Taj",UG
3714,2014,Basket Weaving,BA,3.596586802,0,"Davis, Ronell",UG
3715,2014,Container Design,Minor,3.481544895,1,"Mcintyre, Minnas",Grad
3716,2014,Basket Weaving,Doctoral,3.13994912,0,"Branson, Cayden",Grad
3717,2014,Basket Weaving,BA,3.381767772,0,"Amartey, Trevon",UG
3718,2014,Rug Weaving,Masters,3.279291651,1,"Quinones, Isaac",Grad
3719,2014,Basket Weaving,Masters,3.135883306,0,"Valdez, William",Grad
3720,2014,Container Design,Minor,3.639769447,0,"Oliver, Tyler",Grad
3721,2014,Basket Weaving,Minor,3.301285338,1,"James, Eleslie",Grad
3722,2014,Container Design,Masters,3.506931246,1,"Tang, Sanket",Grad
3723,2014,Basket Weaving,Doctoral,3.282527559,1,"Atoe, Daniel",Grad
3724,2014,Container Design,Minor,3.564184289,0,"Patel, Daniel",Grad
3725,2014,Data Analytics,Minor,3.229680957,1,"Juth, Esteban",Grad
